3.0	866.0
3.1	698.0
3.2	438.0
3.3	310.0
3.4	208.0
3.5	165.0
3.6	133.0
3.7	110.0
3.8	104.0
3.9	103.0
4.0	107.0
4.1	92.0
4.2	100.0
4.3	86.0
4.4	101.0
4.5	114.0
4.6	132.0
4.7	147.0
4.8	151.0
4.9	154.0
5.0	162.0
5.1	156.0
5.2	149.0
5.3	146.0
5.4	151.0
5.5	145.0
5.6	142.0
5.7	141.0
5.8	133.0
5.9	147.0
6.0	132.0
6.1	137.0
6.2	146.0
6.3	183.0
6.4	188.0
6.5	194.0
6.6	186.0
6.7	199.0
6.8	216.0
6.9	244.0
7.0	278.0
7.1	360.0
7.2	434.0
7.3	533.0
7.4	539.0
7.5	497.0
7.6	570.0
7.7	624.0
7.8	259.0
7.9	173.0
8.0	170.0
8.1	175.0
8.2	182.0
8.3	179.0
8.4	185.0
8.5	188.0
8.6	188.0
8.7	190.0
8.8	189.0
8.9	197.0
9.0	181.0
9.1	193.0
9.2	180.0
9.3	196.0
9.4	194.0
9.5	197.0
9.6	184.0
9.7	190.0
9.8	190.0
9.9	177.0
10.0	163.0
10.1	169.0
10.2	172.0
10.3	158.0
10.4	161.0
10.5	164.0
10.6	159.0
10.7	164.0
10.8	174.0
10.9	158.0
11.0	158.0
11.1	158.0
11.2	159.0
11.3	143.0
11.4	164.0
11.5	148.0
11.6	147.0
11.7	154.0
11.8	145.0
11.9	146.0
12.0	147.0
12.1	149.0
12.2	146.0
12.3	156.0
12.4	149.0
12.5	148.0
12.6	149.0
12.7	142.0
12.8	146.0
12.9	153.0
13.0	149.0
13.1	158.0
13.2	182.0
13.3	212.0
13.4	303.0
13.5	237.0
13.6	169.0
13.7	142.0
13.8	150.0
13.9	141.0
14.0	144.0
14.1	147.0
14.2	151.0
14.3	156.0
14.4	161.0
14.5	164.0
14.6	170.0
14.7	176.0
14.8	234.0
14.9	571.0
15.0	877.0
15.1	706.0
15.2	345.0
15.3	178.0
15.4	131.0
15.5	114.0
15.6	123.0
15.7	117.0
15.8	113.0
15.9	114.0
16.0	110.0
16.1	117.0
16.2	104.0
16.3	106.0
16.4	106.0
16.5	100.0
16.6	93.0
16.7	93.0
16.8	101.0
16.9	93.0
17.0	93.0
17.1	91.0
17.2	78.0
17.3	94.0
17.4	83.0
17.5	82.0
17.6	79.0
17.7	83.0
17.8	80.0
17.9	73.0
18.0	74.0
18.1	76.0
18.2	69.0
18.3	74.0
18.4	68.0
18.5	74.0
18.6	71.0
18.7	65.0
18.8	68.0
18.9	64.0
19.0	68.0
19.1	72.0
19.2	71.0
19.3	61.0
19.4	65.0
19.5	63.0
19.6	67.0
19.7	64.0
19.8	64.0
19.9	64.0
20.0	88.0
20.1	91.0
20.2	63.0
20.3	61.0
20.4	52.0
20.5	58.0
20.6	47.0
20.7	55.0
20.8	49.0
20.9	44.0
21.0	49.0
21.1	44.0
21.2	41.0
21.3	46.0
21.4	51.0
21.5	48.0
21.6	46.0
21.7	50.0
21.8	49.0
21.9	51.0
22.0	48.0
22.1	44.0
22.2	55.0
22.3	52.0
22.4	70.0
22.5	156.0
22.6	211.0
22.7	186.0
22.8	145.0
22.9	68.0
23.0	55.0
23.1	48.0
23.2	44.0
23.3	47.0
23.4	42.0
23.5	44.0
23.6	40.0
23.7	37.0
23.8	35.0
23.9	37.0
24.0	36.0
24.1	37.0
24.2	37.0
24.3	36.0
24.4	36.0
24.5	31.0
24.6	35.0
24.7	33.0
24.8	36.0
24.9	40.0
25.0	32.0
25.1	32.0
25.2	35.0
25.3	29.0
25.4	31.0
25.5	35.0
25.6	32.0
25.7	33.0
25.8	30.0
25.9	33.0
26.0	35.0
26.1	28.0
26.2	33.0
26.3	30.0
26.4	29.0
26.5	31.0
26.6	28.0
26.7	35.0
26.8	27.0
26.9	34.0
27.0	36.0
27.1	38.0
27.2	29.0
27.3	27.0
27.4	26.0
27.5	30.0
27.6	27.0
27.7	31.0
27.8	28.0
27.9	26.0
28.0	26.0
28.1	23.0
28.2	28.0
28.3	30.0
28.4	27.0
28.5	26.0
28.6	29.0
28.7	22.0
28.8	26.0
28.9	23.0
29.0	28.0
29.1	22.0
29.2	26.0
29.3	24.0
29.4	24.0
29.5	24.0
29.6	24.0
29.7	22.0
29.8	26.0
29.9	23.0
30.0	22.0
30.1	25.0
30.2	26.0
30.3	22.0
30.4	26.0
30.5	0.0
30.6	53.0
30.7	51.0
30.8	44.0
30.9	34.0
31.0	29.0
31.1	27.0
31.2	24.0
31.3	20.0
31.4	25.0
31.5	20.0
31.6	22.0
31.7	23.0
31.8	21.0
31.9	20.0
32.0	17.0
32.1	20.0
32.2	21.0
32.3	20.0
32.4	16.0
32.5	22.0
32.6	20.0
32.7	19.0
32.8	19.0
32.9	20.0
33.0	20.0
33.1	14.0
33.2	21.0
33.3	17.0
33.4	16.0
33.5	19.0
33.6	18.0
33.7	16.0
33.8	16.0
33.9	17.0
34.0	16.0
34.1	19.0
34.2	16.0
34.3	14.0
34.4	16.0
34.5	17.0
34.6	17.0
34.7	16.0
34.8	18.0
34.9	17.0
35.0	12.0
35.1	18.0
35.2	15.0
35.3	16.0
35.4	12.0
35.5	12.0
35.6	13.0
35.7	12.0
35.8	15.0
35.9	14.0
36.0	13.0
36.1	16.0
36.2	11.0
36.3	12.0
36.4	16.0
36.5	13.0
36.6	14.0
36.7	14.0
36.8	14.0
36.9	15.0
37.0	13.0
37.1	16.0
37.2	12.0
