3.0	287.0
3.1	263.0
3.2	179.0
3.3	140.0
3.4	87.0
3.5	58.0
3.6	34.0
3.7	25.0
3.8	23.0
3.9	24.0
4.0	18.0
4.1	0.0
4.2	16.0
4.3	18.0
4.4	13.0
4.5	12.0
4.6	15.0
4.7	13.0
4.8	19.0
4.9	18.0
5.0	19.0
5.1	25.0
5.2	21.0
5.3	24.0
5.4	27.0
5.5	34.0
5.6	38.0
5.7	40.0
5.8	48.0
5.9	53.0
6.0	57.0
6.1	63.0
6.2	67.0
6.3	69.0
6.4	70.0
6.5	85.0
6.6	80.0
6.7	87.0
6.8	88.0
6.9	102.0
7.0	119.0
7.1	142.0
7.2	153.0
7.3	180.0
7.4	193.0
7.5	175.0
7.6	201.0
7.7	207.0
7.8	107.0
7.9	88.0
8.0	89.0
8.1	99.0
8.2	95.0
8.3	90.0
8.4	94.0
8.5	100.0
8.6	94.0
8.7	101.0
8.8	98.0
8.9	96.0
9.0	100.0
9.1	106.0
9.2	105.0
9.3	106.0
9.4	92.0
9.5	94.0
9.6	102.0
9.7	103.0
9.8	100.0
9.9	84.0
10.0	93.0
10.1	97.0
10.2	96.0
10.3	92.0
10.4	87.0
10.5	100.0
10.6	89.0
10.7	93.0
10.8	93.0
10.9	105.0
11.0	92.0
11.1	98.0
11.2	97.0
11.3	87.0
11.4	93.0
11.5	88.0
11.6	90.0
11.7	88.0
11.8	90.0
11.9	90.0
12.0	86.0
12.1	91.0
12.2	80.0
12.3	92.0
12.4	87.0
12.5	86.0
12.6	82.0
12.7	93.0
12.8	84.0
12.9	88.0
13.0	89.0
13.1	80.0
13.2	97.0
13.3	110.0
13.4	132.0
13.5	102.0
13.6	101.0
13.7	82.0
13.8	75.0
13.9	77.0
14.0	81.0
14.1	76.0
14.2	75.0
14.3	79.0
14.4	84.0
14.5	82.0
14.6	91.0
14.7	93.0
