3.0	436.0
3.1	370.0
3.2	265.0
3.3	195.0
3.4	136.0
3.5	94.0
3.6	66.0
3.7	50.0
3.8	43.0
3.9	41.0
4.0	40.0
4.1	36.0
4.2	29.0
4.3	32.0
4.4	29.0
4.5	28.0
4.6	30.0
4.7	31.0
4.8	39.0
4.9	41.0
5.0	48.0
5.1	55.0
5.2	57.0
5.3	63.0
5.4	72.0
5.5	69.0
5.6	82.0
5.7	77.0
5.8	83.0
5.9	85.0
6.0	91.0
6.1	87.0
6.2	100.0
6.3	109.0
6.4	108.0
6.5	119.0
6.6	121.0
6.7	125.0
6.8	135.0
6.9	144.0
7.0	169.0
7.1	229.0
7.2	259.0
7.3	304.0
7.4	298.0
7.5	283.0
7.6	319.0
7.7	339.0
7.8	149.0
7.9	115.0
8.0	124.0
8.1	116.0
8.2	128.0
8.3	122.0
8.4	119.0
8.5	121.0
8.6	119.0
8.7	119.0
8.8	115.0
