3.0	172.0
3.1	155.0
3.2	111.0
3.3	74.0
3.4	56.0
3.5	33.0
3.6	19.0
3.7	12.0
3.8	12.0
3.9	10.0
4.0	11.0
4.1	6.0
4.2	8.0
4.3	7.0
4.4	8.0
4.5	8.0
4.6	5.0
4.7	5.0
4.8	5.0
4.9	6.0
5.0	8.0
5.1	4.0
5.2	6.0
5.3	8.0
5.4	8.0
5.5	11.0
5.6	11.0
5.7	14.0
5.8	13.0
5.9	20.0
6.0	20.0
6.1	24.0
6.2	28.0
6.3	35.0
6.4	40.0
6.5	45.0
6.6	42.0
6.7	51.0
6.8	52.0
6.9	61.0
7.0	61.0
7.1	78.0
7.2	82.0
7.3	97.0
7.4	107.0
7.5	91.0
7.6	107.0
7.7	113.0
7.8	75.0
7.9	71.0
8.0	64.0
8.1	69.0
8.2	71.0
8.3	78.0
8.4	72.0
8.5	82.0
8.6	75.0
8.7	73.0
8.8	77.0
8.9	74.0
9.0	76.0
9.1	73.0
9.2	72.0
9.3	83.0
9.4	82.0
9.5	82.0
9.6	75.0
9.7	76.0
9.8	86.0
9.9	76.0
10.0	75.0
10.1	68.0
10.2	71.0
10.3	67.0
10.4	68.0
10.5	65.0
10.6	71.0
10.7	73.0
10.8	64.0
10.9	74.0
11.0	73.0
11.1	70.0
11.2	63.0
11.3	71.0
11.4	65.0
11.5	66.0
11.6	70.0
11.7	63.0
11.8	66.0
11.9	64.0
