3.0	24.0
3.1	19.0
3.2	18.0
3.3	12.0
3.4	8.0
3.5	4.0
3.6	2.0
3.7	1.0
3.8	1.0
3.9	2.0
4.0	0.0
4.1	2.0
4.2	2.0
4.3	2.0
4.4	1.0
4.5	1.0
4.6	0.0
4.7	1.0
4.8	2.0
4.9	1.0
5.0	0.0
5.1	0.0
5.2	1.0
5.3	1.0
5.4	1.0
5.5	1.0
5.6	1.0
5.7	2.0
5.8	1.0
5.9	1.0
6.0	1.0
6.1	1.0
6.2	0.0
6.3	0.0
6.4	1.0
6.5	0.0
6.6	0.0
6.7	1.0
6.8	1.0
6.9	0.0
7.0	1.0
7.1	0.0
7.2	0.0
7.3	1.0
7.4	1.0
7.5	1.0
7.6	1.0
7.7	0.0
7.8	0.0
7.9	1.0
8.0	1.0
8.1	0.0
8.2	1.0
8.3	1.0
8.4	1.0
8.5	2.0
8.6	1.0
8.7	2.0
8.8	5.0
8.9	4.0
9.0	5.0
9.1	8.0
9.2	11.0
9.3	9.0
9.4	14.0
9.5	13.0
9.6	18.0
9.7	14.0
9.8	18.0
9.9	20.0
10.0	16.0
10.1	20.0
10.2	18.0
10.3	16.0
10.4	20.0
10.5	20.0
10.6	22.0
10.7	18.0
10.8	20.0
10.9	21.0
11.0	21.0
11.1	22.0
11.2	23.0
11.3	24.0
11.4	14.0
11.5	20.0
11.6	23.0
11.7	20.0
11.8	21.0
11.9	19.0
12.0	23.0
12.1	23.0
12.2	20.0
12.3	21.0
12.4	17.0
12.5	23.0
12.6	22.0
12.7	23.0
12.8	18.0
12.9	21.0
13.0	20.0
13.1	17.0
13.2	20.0
13.3	17.0
13.4	22.0
13.5	25.0
13.6	16.0
13.7	18.0
13.8	21.0
13.9	21.0
14.0	19.0
14.1	19.0
14.2	20.0
14.3	19.0
14.4	17.0
14.5	19.0
14.6	16.0
14.7	13.0
14.8	17.0
14.9	15.0
15.0	13.0
15.1	12.0
15.2	12.0
15.3	14.0
15.4	14.0
15.5	14.0
15.6	13.0
15.7	12.0
15.8	11.0
15.9	9.0
16.0	12.0
16.1	10.0
16.2	9.0
16.3	10.0
16.4	11.0
16.5	9.0
16.6	8.0
16.7	7.0
16.8	8.0
16.9	9.0
17.0	6.0
17.1	6.0
17.2	6.0
17.3	8.0
