0	0.765	-0.065	-0.065	7.65	NAN
0.1	0.03	-0.06	-0.06	0.3	NAN
0.2	0.045	-0.06	-0.06	0.45	NAN
0.3	0.06	-0.06	-0.06	0.6	NAN
0.4	0.09	-0.06	-0.06	0.9	NAN
0.5	0.12	-0.06	-0.06	1.2	NAN
0.6	0.15	-0.06	-0.06	1.5	NAN
0.7	0.165	-0.06	-0.06	1.65	NAN
0.8	0.195	-0.055	-0.055	1.95	NAN
0.9	0.225	-0.06	-0.06	2.25	NAN
1	0.255	-0.06	-0.06	2.55	NAN
1.1	0.285	-0.06	-0.06	2.85	NAN
1.2	0.315	-0.06	-0.06	3.15	NAN
1.3	0.33	-0.06	-0.06	3.3	NAN
1.4	0.36	-0.065	-0.065	3.6	NAN
1.5	0.39	-0.055	-0.055	3.9	NAN
1.6	0.42	-0.05	-0.05	4.2	NAN
1.7	0.435	-0.005	-0.005	4.35	NAN
1.8	0.465	0.01	0.01	4.65	NAN
1.9	0.48	0.08	0.08	4.8	NAN
2	0.51	0.175	0.175	5.1	NAN
2.1	0.54	0.305	0.305	5.4	NAN
2.2	0.57	0.34	0.34	5.7	NAN
2.3	0.6	0.21	0.21	6	NAN
2.4	0.615	0.105	0.105	6.15	NAN
2.5	0.645	0	0	6.45	NAN
2.6	0.675	-0.04	-0.04	6.75	NAN
2.7	0.705	-0.05	-0.05	7.05	NAN
2.8	0.735	-0.055	-0.055	7.35	NAN
2.9	0.75	-0.045	-0.045	7.5	NAN
3	0.78	-0.05	-0.05	7.8	NAN
3.1	0.795	-0.04	-0.04	7.95	NAN
3.2	0.825	-0.04	-0.04	8.25	NAN
3.3	0.855	-0.015	-0.015	8.55	NAN
3.4	0.885	0.045	0.045	8.85	NAN
3.5	0.9	0.19	0.19	9	NAN
3.6	0.93	0.495	0.495	9.3	NAN
3.7	0.96	0.77	0.77	9.6	NAN
3.8	0.99	1.095	1.095	9.9	NAN
3.9	1.02	1.34	1.34	10.2	NAN
4	1.035	1.68	1.68	10.35	NAN
4.1	1.065	1.475	1.475	10.65	NAN
4.2	1.095	1.145	1.145	10.95	NAN
4.3	1.125	0.58	0.58	11.25	NAN
4.4	1.14	0.31	0.31	11.4	NAN
4.5	1.155	-0.01	-0.01	11.55	NAN
4.6	1.185	-0.04	-0.04	11.85	NAN
4.7	1.215	-0.04	-0.04	12.15	NAN
4.8	1.245	-0.05	-0.05	12.45	NAN
4.9	1.275	-0.04	-0.04	12.75	NAN
5	1.29	-0.01	-0.01	12.9	NAN
5.1	1.32	0.055	0.055	13.2	NAN
5.2	1.35	0.245	0.245	13.5	NAN
5.3	1.38	0.58	0.58	13.8	NAN
5.4	1.41	0.845	0.845	14.1	NAN
5.5	1.425	1.16	1.16	14.25	NAN
5.6	1.455	1.585	1.585	14.55	NAN
5.7	1.47	2.075	2.075	14.7	NAN
5.8	1.5	2.475	2.475	15	NAN
5.9	1.53	2.675	2.675	15.3	NAN
6	1.545	2.475	2.475	15.45	NAN
6.1	1.575	1.945	1.945	15.75	NAN
6.2	1.605	1.38	1.38	16.05	NAN
6.3	1.635	0.81	0.81	16.35	NAN
6.4	1.665	0.44	0.44	16.65	NAN
6.5	1.68	0.135	0.135	16.8	NAN
6.6	1.71	0.01	0.01	17.1	NAN
6.7	1.74	-0.005	-0.005	17.4	NAN
6.8	1.77	0	0	17.7	NAN
6.9	1.8	0.035	0.035	18	NAN
7	1.815	0.21	0.21	18.15	NAN
7.1	1.83	0.44	0.44	18.3	NAN
7.2	1.86	0.8	0.8	18.6	NAN
7.3	1.89	1.275	1.275	18.9	NAN
7.4	1.92	1.805	1.805	19.2	NAN
7.5	1.935	2.4	2.4	19.35	NAN
7.6	1.965	3.055	3.055	19.65	NAN
7.7	1.995	3.59	3.59	19.95	NAN
7.8	2.025	3.895	3.895	20.25	NAN
7.9	2.055	3.675	3.675	20.55	NAN
8	2.07	3.235	3.235	20.7	NAN
8.1	2.1	2.635	2.635	21	NAN
8.2	2.13	1.865	1.865	21.3	NAN
8.3	2.145	1.25	1.25	21.45	NAN
8.4	2.175	0.72	0.72	21.75	NAN
8.5	2.19	0.38	0.38	21.9	NAN
8.6	2.22	0.25	0.25	22.2	NAN
8.7	2.25	0.25	0.25	22.5	NAN
8.8	2.28	0.375	0.375	22.8	NAN
8.9	2.31	0.5	0.5	23.1	NAN
9	2.325	0.74	0.74	23.25	NAN
9.1	2.355	1.115	1.115	23.55	NAN
9.2	2.385	1.61	1.61	23.85	NAN
9.3	2.415	2.19	2.19	24.15	NAN
9.4	2.43	2.82	2.82	24.3	NAN
9.5	2.46	3.545	3.545	24.6	NAN
9.6	2.475	4.25	4.25	24.75	NAN
9.7	2.505	4.83	4.83	25.05	NAN
9.8	2.535	5.01	5.01	25.35	NAN
9.9	2.565	4.775	4.775	25.65	NAN
10	2.58	4.285	4.285	25.8	NAN
10.1	2.61	3.635	3.635	26.1	NAN
10.2	2.64	2.78	2.78	26.4	NAN
10.3	2.67	2.075	2.075	26.7	NAN
10.4	2.685	1.585	1.585	26.85	NAN
10.5	2.715	1.16	1.16	27.15	NAN
10.6	2.745	0.96	0.96	27.45	NAN
10.7	2.775	0.885	0.885	27.75	NAN
10.8	2.805	0.995	0.995	28.05	NAN
10.9	2.805	1.125	1.125	28.05	NAN
11	2.835	1.525	1.525	28.35	NAN
11.1	2.865	2.025	2.025	28.65	NAN
11.2	2.895	2.565	2.565	28.95	NAN
11.3	2.925	3.27	3.27	29.25	NAN
11.4	2.94	4	4	29.4	NAN
11.5	2.97	4.785	4.785	29.7	NAN
11.6	3	5.475	5.475	30	NAN
11.7	3.03	5.96	5.96	30.3	NAN
11.8	3.045	6.1	6.1	30.45	NAN
11.9	3.075	5.95	5.95	30.75	NAN
12	3.105	5.49	5.49	31.05	NAN
12.1	3.135	4.98	4.98	31.35	NAN
12.2	3.15	4.24	4.24	31.5	NAN
12.3	3.165	3.59	3.59	31.65	NAN
12.4	3.195	3.53	3.53	31.95	NAN
12.5	3.195	3.475	3.475	31.95	NAN
12.6	3.195	3.46	3.46	31.95	NAN
12.7	3.195	3.455	3.455	31.95	NAN
