0	1.02	-0.025	-0.025	10.2	NAN
0.1	0.03	-0.06	-0.06	0.3	NAN
0.2	0.03	-0.065	-0.065	0.3	NAN
0.301	0.06	-0.06	-0.06	0.6	NAN
0.401	0.075	-0.06	-0.06	0.75	NAN
0.501	0.105	-0.06	-0.06	1.05	NAN
0.601	0.135	-0.06	-0.06	1.35	NAN
0.701	0.165	-0.06	-0.06	1.65	NAN
0.801	0.195	-0.06	-0.06	1.95	NAN
0.901	0.225	-0.06	-0.06	2.25	NAN
1.001	0.24	-0.06	-0.06	2.4	NAN
1.101	0.27	-0.06	-0.06	2.7	NAN
1.201	0.3	-0.06	-0.06	3	NAN
1.301	0.33	-0.06	-0.06	3.3	NAN
1.401	0.36	-0.06	-0.06	3.6	NAN
1.501	0.39	-0.055	-0.055	3.9	NAN
1.601	0.39	-0.045	-0.045	3.9	NAN
1.701	0.42	-0.045	-0.045	4.2	NAN
1.801	0.45	0	0	4.5	NAN
1.901	0.48	0.085	0.085	4.8	NAN
2.001	0.51	0.22	0.22	5.1	NAN
2.101	0.54	0.49	0.49	5.4	NAN
2.201	0.555	0.58	0.58	5.55	NAN
2.301	0.585	0.495	0.495	5.85	NAN
2.401	0.615	0.195	0.195	6.15	NAN
2.501	0.645	0.005	0.005	6.45	NAN
2.601	0.675	-0.01	-0.01	6.75	NAN
2.701	0.69	-0.045	-0.045	6.9	NAN
2.801	0.72	-0.055	-0.055	7.2	NAN
2.901	0.735	-0.055	-0.055	7.35	NAN
3.001	0.765	-0.06	-0.06	7.65	NAN
3.101	0.795	-0.055	-0.055	7.95	NAN
3.201	0.825	-0.035	-0.035	8.25	NAN
3.301	0.84	-0.025	-0.025	8.4	NAN
3.401	0.87	0.005	0.005	8.7	NAN
3.501	0.9	0.135	0.135	9	NAN
3.601	0.93	0.41	0.41	9.3	NAN
3.701	0.96	0.77	0.77	9.6	NAN
3.801	0.975	1.315	1.315	9.75	NAN
3.901	1.005	1.695	1.695	10.05	NAN
4.001	1.035	2.02	2.02	10.35	NAN
4.101	1.065	2.005	2.005	10.65	NAN
4.201	1.095	1.58	1.58	10.95	NAN
4.301	1.11	1.03	1.03	11.1	NAN
4.401	1.125	0.505	0.505	11.25	NAN
4.501	1.155	0.085	0.085	11.55	NAN
4.601	1.185	-0.02	-0.02	11.85	NAN
4.701	1.215	-0.05	-0.05	12.15	NAN
4.801	1.245	-0.05	-0.05	12.45	NAN
4.901	1.26	-0.045	-0.045	12.6	NAN
5.001	1.29	-0.025	-0.025	12.9	NAN
5.101	1.32	0.005	0.005	13.2	NAN
5.201	1.35	0.135	0.135	13.5	NAN
5.301	1.38	0.435	0.435	13.8	NAN
5.401	1.395	0.82	0.82	13.95	NAN
5.501	1.425	1.31	1.31	14.25	NAN
5.601	1.44	1.89	1.89	14.4	NAN
5.701	1.47	2.51	2.51	14.7	NAN
5.801	1.5	3.06	3.06	15	NAN
5.901	1.515	3.495	3.495	15.15	NAN
6.001	1.545	3.41	3.41	15.45	NAN
6.101	1.575	2.865	2.865	15.75	NAN
6.201	1.605	2.065	2.065	16.05	NAN
6.301	1.635	1.29	1.29	16.35	NAN
6.401	1.65	0.715	0.715	16.5	NAN
6.501	1.68	0.29	0.29	16.8	NAN
6.601	1.71	0.03	0.03	17.1	NAN
6.701	1.74	-0.01	-0.01	17.4	NAN
6.801	1.77	-0.01	-0.01	17.7	NAN
6.901	1.77	0.01	0.01	17.7	NAN
7.001	1.8	0.105	0.105	18	NAN
7.101	1.83	0.385	0.385	18.3	NAN
7.201	1.86	0.79	0.79	18.6	NAN
7.301	1.89	1.395	1.395	18.9	NAN
7.401	1.905	2.05	2.05	19.05	NAN
7.501	1.935	2.795	2.795	19.35	NAN
7.601	1.965	3.58	3.58	19.65	NAN
7.701	1.995	4.415	4.415	19.95	NAN
7.801	2.01	4.92	4.92	20.1	NAN
7.901	2.04	4.98	4.98	20.4	NAN
8.001	2.07	4.565	4.565	20.7	NAN
8.101	2.1	3.71	3.71	21	NAN
8.201	2.115	2.74	2.74	21.15	NAN
8.301	2.145	1.855	1.855	21.45	NAN
8.401	2.16	1.18	1.18	21.6	NAN
