0	0.735	0.02	0.02	7.35	NAN
0.101	0.015	0	0	0.15	NAN
0.201	0.06	0.08	0.08	0.6	NAN
0.301	0.105	0.105	0.105	1.05	NAN
0.401	0.09	0.005	0.005	0.9	NAN
0.501	0.12	0.055	0.055	1.2	NAN
0.601	0.15	0.015	0.015	1.5	NAN
0.701	0.165	0.06	0.06	1.65	NAN
0.801	0.195	0.07	0.07	1.95	NAN
0.901	0.225	0.02	0.02	2.25	NAN
1.001	0.255	0.07	0.07	2.55	NAN
1.101	0.285	0.07	0.07	2.85	NAN
1.201	0.315	0.08	0.08	3.15	NAN
1.301	0.33	0.09	0.09	3.3	NAN
1.401	0.36	0.1	0.1	3.6	NAN
1.501	0.39	0.05	0.05	3.9	NAN
1.601	0.42	0.215	0.215	4.2	NAN
1.701	0.45	0.18	0.18	4.5	NAN
1.801	0.465	0.375	0.375	4.65	NAN
1.901	0.48	0.785	0.785	4.8	NAN
2.001	0.51	1.07	1.07	5.1	NAN
2.101	0.54	1.355	1.355	5.4	NAN
2.201	0.57	1.41	1.41	5.7	NAN
2.301	0.6	1.22	1.22	6	NAN
2.401	0.615	0.73	0.73	6.15	NAN
2.501	0.645	0.6	0.6	6.45	NAN
2.601	0.675	0.19	0.19	6.75	NAN
2.701	0.705	0.21	0.21	7.05	NAN
2.801	0.735	0.17	0.17	7.35	NAN
2.901	0.765	0.1	0.1	7.65	NAN
3.001	0.78	0.17	0.17	7.8	NAN
3.101	0.81	0.32	0.32	8.1	NAN
3.201	0.825	0.185	0.185	8.25	NAN
3.301	0.855	0.34	0.34	8.55	NAN
3.401	0.885	0.775	0.775	8.85	NAN
3.501	0.9	1.155	1.155	9	NAN
3.601	0.93	1.445	1.445	9.3	NAN
3.701	0.96	2.15	2.15	9.6	NAN
3.801	0.99	2.785	2.785	9.9	NAN
3.901	1.02	3.385	3.385	10.2	NAN
4.001	1.035	3.555	3.555	10.35	NAN
4.101	1.065	3.445	3.445	10.65	NAN
4.201	1.095	2.68	2.68	10.95	NAN
4.301	1.125	1.825	1.825	11.25	NAN
4.401	1.155	1.145	1.145	11.55	NAN
4.501	1.17	0.71	0.71	11.7	NAN
4.601	1.185	0.595	0.595	11.85	NAN
4.701	1.215	0.445	0.445	12.15	NAN
4.801	1.245	0.27	0.27	12.45	NAN
4.901	1.275	0.475	0.475	12.75	NAN
5.001	1.305	0.64	0.64	13.05	NAN
5.101	1.32	0.77	0.77	13.2	NAN
5.201	1.35	1.15	1.15	13.5	NAN
5.301	1.38	1.73	1.73	13.8	NAN
5.401	1.41	2.41	2.41	14.1	NAN
5.501	1.44	3.165	3.165	14.4	NAN
5.601	1.455	3.895	3.895	14.55	NAN
5.701	1.485	4.8	4.8	14.85	NAN
5.801	1.5	5.745	5.745	15	NAN
5.901	1.53	6.055	6.055	15.3	NAN
6.001	1.56	5.61	5.61	15.6	NAN
6.101	1.59	4.555	4.555	15.9	NAN
6.201	1.605	3.27	3.27	16.05	NAN
6.301	1.635	2.25	2.25	16.35	NAN
6.401	1.665	1.46	1.46	16.65	NAN
6.501	1.695	0.93	0.93	16.95	NAN
